AGSB_CODINST;AGSB_NOMBREINSTITUCION;CODIGOMUNICIPIO;NOMBREMUNICIPIO;DEPARTAMENTO;CALENDARIO;NATURALEZA;JORNADA;EVALUADOS;PROMMATEMATICA;PROMINGLES;PROMLECTURACRITICA;PROMSOCIALESYCIUDADANAS;PROMCIENCIASNATURALES;PROMRAZONAMIENTOCUANTITA;PROMCOMPETENCIASCIUDADAN;DESVMATEMATICA;DESVINGLES;DESVLECTURACRITICA;DESVSOCIALESYCIUDADANAS;DESVCIENCIASNATURALES;DESVRAZONAMIENTOCUANTITA;DESVCOMPETENCIASCIUDADA;PERIODO
158212;I. E. PRESBITERO RODRIGO LOPERA GIL;00078;PEQUE;ANTIOQUIA;A;OFICIAL;NOCHE;41;41,46;44,2;43,71;44,44;42,15;43,41;44,46;7,72;4,53;6,44;6,7;5,67;8,76;7,57;20142
029884;COLEGIO FÉLIX NARANJO;00343;SAMANA;CALDAS;A;OFICIAL;MAÑANA;35;49,4;46,17;49,06;48,74;49,89;49,86;49,69;6,84;4,32;7,12;9,2;7,59;7,87;9,3;20142
150508;CENTRO EDUCATIVO MICROEMPRESARIAL RAFAEL NUÑEZ - SEDE PRINCIPAL;00152;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;NOCHE;3;43,33;46,33;52;44;51,33;43,67;46,67;10,6;7,37;14,18;12,29;5,13;6,81;11,02;20142
069070;I.E. DE CAÑAVERAL - SEDE PRINCIPAL;00195;TURBACO;BOLIVAR;A;OFICIAL;MAÑANA;31;44,61;45,97;41,94;41,87;41,71;45,45;42,55;5,57;5,98;6,71;8,03;5,45;4,9;7,54;20142
135418;INSTITUCION EDUCATIVA PALMARITO;00949;MAJAGUAL;SUCRE;A;OFICIAL;MAÑANA;31;38;43,13;39,94;39,77;39,23;37,26;39,35;8,49;6,1;5,4;7,32;5,33;10,11;8,18;20142
108241;INSTITUCION EDUCATIVA RAFAEL GUTIERREZ GIRARDOT;00296;SOGAMOSO;BOYACA;A;OFICIAL;MAÑANA;18;47,06;47,78;46,44;46,56;48,78;48,5;46,94;6,97;6,4;6,48;7,98;9,74;7,4;6,99;20142
071928;COL INTEG NTRA SRA DEL CARMEN;00813;SALAZAR;NORTE SANTANDER;A;OFICIAL;COMPLETA U ORDINARIA;19;49;46,58;43,84;42,42;48,74;49,53;42,16;6,23;6,58;7,01;7,9;9,1;8,06;7,38;20142
170134;VILLANUEVA;00461;VALENCIA;CORDOBA;A;OFICIAL;MAÑANA;46;43,48;43,74;44,59;43,74;44,54;45,17;43,3;6,93;6,18;8,93;8,58;7,26;7,31;8,86;20142
119081;INST. DIST. COM. LOS LAURELES (ANT. CEB #184);00126;BARRANQUILLA;ATLANTICO;A;OFICIAL;MAÑANA;48;50,27;48,96;49,48;48,73;48,29;48,88;49,19;6,78;5,58;7,73;7,76;7,18;7,03;8,65;20142
018457;INMACULADA CONCEPCIÓN;01029;GINEBRA;VALLE;A;OFICIAL;MAÑANA;100;50,14;49,5;51,5;50,84;50,16;49,72;51,35;8,82;7,3;9,49;9,16;8,76;9,15;9,65;20142
133983;ESCUELA RURAL CUIBUCO;00540;SAN CAYETANO;CUNDINAMARCA;A;OFICIAL;MAÑANA;6;42,33;45;43,33;48,17;48;44,33;48,67;11,83;6,42;8,09;7,25;8,81;11,41;8,91;20142
127795;GABRIELA MISTRAL;00831;LA TEBAIDA;QUINDIO;A;OFICIAL;TARDE;35;48,17;47,57;48,17;47,46;47,09;49,2;47,6;8,55;6,36;8,05;7,44;8,2;8,74;7,74;20142
119818;INST LOS ANGELES DE DIOS;01010;CALI;VALLE;A;NO OFICIAL;MAÑANA;36;43,72;47;45,83;46,31;44,42;44,36;46,03;6,98;3,85;8,18;7,84;5,75;8,94;8,13;20142
172023;INSTITUCION EDUCATIVA BASICA RURAL SAN JOSE DEL TAPAJE;00736;EL CHARCO;NARIÑO;A;OFICIAL;MAÑANA;14;37;41,71;33,86;38,93;41,29;37,5;37,57;10,73;5,41;11,62;7,02;6,39;14,57;5,17;20142
162867;I.E. DE DESARROLLO TECNOLÓGICO AGROPECUARIO - SEDE PRINCIPAL;00267;PAUNA;BOYACA;A;OFICIAL;SABATINA - DOMINICAL;17;37,59;43,24;39,24;40,29;39,82;36,94;40,71;6,86;4,37;7,47;10,19;5,23;8,58;11,22;20142
153106;GIMNASIO MODERNO LOS CEDROS - SEDE PRINCIPAL;00548;SOACHA;CUNDINAMARCA;A;NO OFICIAL;COMPLETA U ORDINARIA;4;47,5;51,5;54,5;52,75;51,5;47,25;53,5;3,7;3,11;5,8;4,65;4,12;3,95;7,23;20142
030379;COL NTRA.SRA. DEL CARMEN;00126;BARRANQUILLA;ATLANTICO;A;NO OFICIAL;COMPLETA U ORDINARIA;124;51,82;54,96;54,2;51,62;52,52;51,45;52,35;8,06;10,44;8,88;7,96;8,22;7,88;7,92;20142
039065;COLEGIO PIO XII;00347;VILLAMARIA;CALDAS;A;OFICIAL;COMPLETA U ORDINARIA;15;45,07;49,93;47,93;48,6;49;47,6;48,27;9,07;5,98;6,28;7,03;6,27;7,73;6,94;20142
037770;COLEGIO JOSE MARIA BERRIO;00087;SABANETA;ANTIOQUIA;A;NO OFICIAL;COMPLETA U ORDINARIA;18;72,22;83,67;65,5;64,61;68,06;68,17;64,5;12,21;10,48;8,42;10,41;9,33;12,32;11,99;20142
081364;COL  COOPERATIVO UTRAHUILCA;00609;NEIVA;HUILA;A;NO OFICIAL;COMPLETA U ORDINARIA;50;53,52;50,3;53,84;54,76;51,5;52,74;55,14;7,46;9,21;8,78;9,32;8,86;8,38;9,44;20142
047696;COLEGIO LA INMACULADA CONCEPCION;00678;PLATO;MAGDALENA;A;NO OFICIAL;MAÑANA;26;58,19;57,31;59,85;57,85;59,35;57,81;58,54;10,9;17,07;11,73;11,78;10,37;12,61;13,27;20142
068148;VILLA CORELCA;00407;VALLEDUPAR;CESAR;A;OFICIAL;MAÑANA;55;47,4;47,09;47,58;48,49;49,04;47,96;48,98;7,63;5,57;8,16;7,8;8,51;7,93;7,94;20142
055483;INST EDUC LUIS PATRON ROSANO;00961;TOLU;SUCRE;A;OFICIAL;TARDE;44;44,64;44,84;41,73;41,02;43,23;44,82;42,02;6,92;5,23;6,77;8,19;6,6;7,9;8,03;20142
168948;COLEGIO HISPANO INGLES;01059;YOPAL;CASANARE;A;NO OFICIAL;MAÑANA;15;57,53;52,13;56,2;54,8;55,47;56,93;55,53;9,67;8,23;11,58;8,33;5,68;9,41;10,21;20142
116749;RAFAEL URIBE URIBE;00826;CALARCA;QUINDIO;A;OFICIAL;SABATINA - DOMINICAL;15;43,87;48,27;46,33;45,27;45,6;44,07;44;8,14;4,88;10,78;8,12;8,11;5,97;8,61;20142
105783;COL MIX PEDRO MORALES PINO;01010;CALI;VALLE;A;NO OFICIAL;TARDE;22;48,27;46,55;48,55;49,05;50;48,18;49,45;7,78;7,67;7,73;11,58;7,96;8,12;10,8;20142
115717;I.E. INTERCULTURAL DOKABU - SEDE PRINCIPAL;00846;PUEBLO RICO;RISARALDA;A;OFICIAL;COMPLETA U ORDINARIA;12;40,25;42,75;41,75;46,75;45,25;40,67;45,75;5,59;4,79;5,77;10,63;6,45;6,36;9,45;20142
080531;COLEGIO TECNICO INDUSTRIAL JOSE ELIAS PUYANA;00882;FLORIDABLANCA;SANTANDER;A;OFICIAL;TARDE;117;61,62;58,15;59,92;58,39;60,89;60,24;58,9;9,79;9,64;8,4;7,82;9,39;9,69;7,77;20142
050161;INST EDUC LA PALMIRA;00962;TOLUVIEJO;SUCRE;A;OFICIAL;MAÑANA;22;44,86;45,64;42,45;44,77;44,86;45,91;44,18;8,15;4,85;5,41;8,16;6,92;8,93;7,87;20142
167635;I. E. JESUS MARIA ARIAS;00053;GRANADA;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;6;47,5;47,67;48,67;47,33;45;45,83;47,67;8,87;2,34;10,31;8,71;10,1;10,38;11,59;20142
001644;LICEO COCORNA;00038;COCORNA;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;66;52,79;50,79;52,33;49,97;50,58;52,41;50,67;9,38;9,67;8,95;9,9;9,7;9,7;9,68;20142
080267;INST EDUC MARIA MONTESSORI;00001;MEDELLIN;ANTIOQUIA;A;OFICIAL;NOCHE;44;44,86;46,75;48,02;48;45,64;46,36;47,98;8,87;8,13;8,42;8,38;7,54;9,91;8,61;20142
004671;I.E.T.A. DE SAN JACINTO - SEDE PRINCIPAL;00183;SAN JACINTO;BOLIVAR;A;OFICIAL;COMPLETA U ORDINARIA;110;47,94;47,41;46,12;44,29;47,03;48,85;44,69;8,57;6,1;9,46;9,35;8,85;8,16;10,03;20142
047282;I.E. SAN PEDRO CLAVER - SEDE PRINCIPAL;00218;CHITARAQUE;BOYACA;A;OFICIAL;MAÑANA;42;48,1;46,69;45,48;46,5;49,38;49,55;46,57;6,74;4,96;9,63;9,52;8,11;7,47;9,48;20142
001057;INST EDUC JAVIERA LONDOÑO;00001;MEDELLIN;ANTIOQUIA;A;OFICIAL;TARDE;232;51,46;52,12;55,95;51,11;51,5;50,75;51,83;8,2;8,41;8,31;8,22;8,27;8,64;8,45;20142
025338;COL REFOUS;00482;COTA;CUNDINAMARCA;A;NO OFICIAL;COMPLETA U ORDINARIA;72;80,54;82,6;69,81;70,72;77,65;75,21;67,28;8,13;9,4;9,11;8,94;6,89;9,13;8,38;20142
054064;COL SAN JUAN DE AVIILA;00152;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;COMPLETA U ORDINARIA;34;53,62;55,94;56,76;54,97;57,5;53,03;55,56;8,71;7,62;7,51;7,59;9,02;8,85;7,98;20142
149286;COLEGIO BILINGUE PÍO XII CAMPESTRE - SEDE PRINCIPAL;00519;MOSQUERA;CUNDINAMARCA;A;NO OFICIAL;COMPLETA U ORDINARIA;34;55,41;75,97;57,97;54,35;56,82;55,29;55,18;8,73;10,34;8,26;8,12;8,81;8,56;8,56;20142
056226;COL DIST EDUC BAS Y MEDIA JOSE MANUEL RESTREPO;00152;BOGOTÁ D.C.;BOGOTA;A;OFICIAL;TARDE;85;50,31;52,31;51,65;51,74;52,46;51;51,6;7,29;9,4;7,2;8,16;8,84;8,1;8,96;20142
011080;ESC NORMAL SUPERIOR DE ACACIAS;00692;ACACIAS;META;A;OFICIAL;MAÑANA;126;51,49;49,83;52,36;51,83;51,02;51,82;52,37;8,61;7,29;8,51;9,21;8,85;8,73;9,4;20142
057752;I.E. LAUREANO GOMEZ CASTRO - SEDE PRINCIPAL;00408;AGUACHICA;CESAR;A;OFICIAL;TARDE;20;45,9;48,5;44,4;43,65;44,6;45,05;43,35;6,8;6,86;7,51;7,17;7,59;7,41;7,44;20142
124792;COL SAGRADO CORAZON;00019;BELLO;ANTIOQUIA;A;OFICIAL;TARDE;34;54,5;54,26;56,85;53,56;55,09;55,21;54,71;9,23;9,89;7,32;8,84;8,95;10,07;9,31;20142
090258;INST. EDUC. DIST. SAN SALVADOR - SEDE 1;00126;BARRANQUILLA;ATLANTICO;A;OFICIAL;MAÑANA;18;47,94;50,89;46,94;47,06;50;48,56;47,61;6,58;6,95;5,91;6,42;7,3;7,56;6,3;20142
047514;COL AGROECO DPTAL ATRATO DE LLORO;00595;LLORO;CHOCO;A;OFICIAL;MAÑANA;64;40,31;43,53;39,5;40,77;41,25;40,5;40,25;6,39;4,86;6,45;8,34;5,72;7,76;8,11;20142
013466;IE CARLOTA SANCHEZ;00836;PEREIRA;RISARALDA;A;OFICIAL;NOCHE;33;45,18;46,94;46;47,15;44,64;45,52;45,91;8,64;6,39;7,94;9,3;8,34;10,53;8,13;20142
046672;COL DIST JORGE SOTO DEL CORRAL;00152;BOGOTÁ D.C.;BOGOTA;A;OFICIAL;MAÑANA;48;44,1;47,38;45,19;45,29;45,58;45,54;46,06;7,92;5,55;6,95;7,59;6,7;8,73;7,77;20142
088617;CENT JOHANN KEPLER;00152;BOGOTÁ D.C.;BOGOTA;O;NO OFICIAL;MAÑANA;520;43,86;45,06;45,1;45,25;44,74;44,79;45,39;8,48;7,07;8,14;9,36;8;9,33;9,25;20142
032938;COL SAN FELIPE NERI;00152;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;COMPLETA U ORDINARIA;137;57,02;56,35;57,58;56,18;56,5;56,19;55,77;10,25;11,17;8,64;9,36;9,59;9,85;9,68;20142
009126;INSTITUCION EDUCATIVA DEPTAL REPUBLICA DE FRANCIA;00541;SAN FRANCISCO;CUNDINAMARCA;A;OFICIAL;MAÑANA;73;49,93;48;48,23;47,88;50,77;50,05;48,01;7,05;5,84;7,88;8,02;7,55;8,2;8,41;20142
047571;ACADEMIA MILITAR GENERAL JOSE ANTONIO ANZOATEGUI;00609;NEIVA;HUILA;A;NO OFICIAL;COMPLETA U ORDINARIA;21;52,9;49,95;53,86;52,38;50,67;52,19;51,81;8,79;6,6;9,78;6,04;9,39;8,05;6,96;20142
158451;INSTITUCION EDUCATIVA  LA ESTACION;00897;LEBRIJA;SANTANDER;A;OFICIAL;COMPLETA U ORDINARIA;5;52,6;47,2;52,2;53,2;55,8;54;53,6;7,3;6,34;6,3;7,01;4,44;10,58;6,27;20142
015677;SEDE 1  SAN SIMON;00963;IBAGUE;TOLIMA;A;OFICIAL;TARDE;170;53,29;53,54;54,56;53,72;54,94;53,38;53,68;8,79;8,38;7,9;9,34;8,73;9,09;8,68;20142
157396;INSTITUCION EDUCATIVA DISTRITAL SANTA MARIA - SEDE PRINCIPAL;00126;BARRANQUILLA;ATLANTICO;A;OFICIAL;MAÑANA;65;45,25;46,43;46,15;46,25;45,31;46,42;45,72;6,85;7,38;8,7;8,75;6,69;7,58;8,57;20142
074153;COLEGIO  AGROPECUARIO SAN ANTONIO DE PADUA;00858;BOLIVAR;SANTANDER;A;OFICIAL;COMPLETA U ORDINARIA;3;56,33;46,67;53;56,67;57;57;56,67;0,58;2,52;6,56;3,21;2,65;3;4,16;20142
126466;CEN EDUC BAS AMP DAGOBERTO OROZCO BORJA;00689;ZAPAYAN;MAGDALENA;A;OFICIAL;MAÑANA;21;41,71;45,43;42,62;42,33;40,19;42,9;42,9;4,1;5,34;5,47;7,88;7,96;6,11;8,22;20142
083600;INSTITUCIÀN EDUCATIVA NUESTRA SE¥ORA DEL CARMEN;00653;HATONUEVO;LA GUAJIRA;A;OFICIAL;NOCHE;40;41,1;44,68;39,45;40,5;41,48;42,45;41,08;5,93;4,78;6,67;6,87;6,62;6,82;6,5;20142
072694;COL COLOMBO FLORIDA BILINGÜE;00152;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;COMPLETA U ORDINARIA;26;60,04;59,88;57,5;57,5;60,19;58,62;58,42;11,34;10,88;8,72;8,42;8,26;11,05;9,48;20142
110163;COL MARIANO OSPINA RODRIGUEZ;00784;CUCUTA;NORTE SANTANDER;A;OFICIAL;MAÑANA;78;51,26;50,91;49,77;49,08;50,37;51,08;49,33;8,21;6,82;7,82;8,33;7,79;9,24;8,66;20142
150599;COL INGLES NUEVA INGLATERRA;00490;FUNZA;CUNDINAMARCA;A;NO OFICIAL;COMPLETA U ORDINARIA;41;49,27;54,56;51,49;50,8;52,54;49,54;49,88;9,77;9,15;10,19;8,39;9,31;9,32;8,67;20142
106351;COL SAGRADO CORAZON DE JESUS;00169;MAGANGUE;BOLIVAR;A;NO OFICIAL;SABATINA - DOMINICAL;13;41,92;44,38;40,23;40,77;41,77;42,23;40,92;10,21;5,58;15,6;9,63;8,92;13,2;9,51;20142
151365;LICEO MARIANO DE J EUSSE;00009;ANGOSTURA;ANTIOQUIA;A;OFICIAL;SABATINA - DOMINICAL;52;43,62;42,56;42,46;43,69;41,4;43,35;43,69;6,9;7,23;7,49;7,44;6,44;7,02;8,23;20142
076976;LUIS CARLOS TRUJILLO POLANCO;00626;LA PLATA;HUILA;A;OFICIAL;COMPLETA U ORDINARIA;75;48,79;47,32;48,51;48,37;49,23;48,75;48,47;8,53;5,18;8,82;9,07;8,87;9,41;8,63;20142
173377;INSTITUTO SAN FERNANDO FERRINI (SEDE TOLU);00961;TOLU;SUCRE;A;NO OFICIAL;SABATINA - DOMINICAL;48;43,15;43,35;42;40,48;40,83;43,98;40,33;6,32;5,35;6,93;8,07;6,98;5,89;8,57;20142
079111;I.E. NUCLEO ESCOLAR RURAL CALOTO - SEDE PRINCIPAL;00373;CALOTO;CAUCA;A;OFICIAL;MAÑANA;29;43,45;47,86;46,59;48,97;48,07;43,76;48,31;5,28;5,56;7,05;7,87;6,81;7,18;7,8;20142
107409;INSTITUCION EDUCATIVA SAN PEDRO CLAVER DE CASCAJAL;00142;SABANALARGA;ATLANTICO;A;OFICIAL;MAÑANA;30;44,33;45,67;38,37;43,03;41,33;43,43;41,77;6,67;5,05;6,45;7,75;6,19;9,83;6,72;20142
188557;INSTITUCIÓN TECNISISTEMAS - SEDE PRINCIPAL;00487;FACATATIVA;CUNDINAMARCA;A;NO OFICIAL;MAÑANA;35;47,17;48,4;49,63;49,6;47,69;48,11;49,46;7,49;6,01;8,74;10,57;7,54;7,21;10,5;20142
084160;PRINCIPE DE PAZ;01010;CALI;VALLE;A;NO OFICIAL;MAÑANA;23;47,26;45,87;46,91;46,48;45,96;47,17;47,43;7,94;8,38;6,35;7,34;7,92;8,85;8,13;20142
100370;COLEGIO SANTA ANA;00385;MIRANDA;CAUCA;A;OFICIAL;MAÑANA;13;45,54;46,54;45,46;48,62;48,08;45,08;49,38;9,24;5,9;6,68;10,47;6,61;11,23;10,12;20142
172486;GIMN LOS PIRINEOS;00152;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;COMPLETA U ORDINARIA;14;57,71;61,86;54,86;56,71;59,14;57,21;57,86;13,23;14,48;10,63;11,64;10,78;11,59;12,85;20142
057588;INSTITUTO PITAGORAS DE SAMOS;00667;CIENAGA;MAGDALENA;A;NO OFICIAL;MAÑANA;11;46,82;46,73;45,45;45,18;47,27;47,27;46,27;9,25;3,8;8,2;5,84;7,44;10,31;7,52;20142
117655;COLEGIO INTEGRADO EL CARMEN (E. I. EL CARMEN);00391;PIENDAMO;CAUCA;A;OFICIAL;MAÑANA;35;46,74;47,14;45,17;47,26;47,8;48,09;46,83;7,89;3,77;7,78;8,55;6,96;8,34;8,2;20142
093500;INSTITUCION EDUCATIVA TECNICA AGROPECUARIA  SAN ANTONIO;00178;REGIDOR;BOLIVAR;A;OFICIAL;MAÑANA;14;42,79;45,64;37,93;44,86;43,86;45,36;44,64;5,03;3,73;8,32;5,2;4,97;5,72;5,26;20142
005652;IE NORMAL SUPERIOR VALLE DE TENZA - SEDE PRINCIPAL;00297;SOMONDOCO;BOYACA;A;OFICIAL;COMPLETA U ORDINARIA;25;49,08;50,04;52,76;51;52,4;50;51,36;7,22;7,54;7,61;10,89;9,26;7,13;10,86;20142
025320;COL REAL DE SANTA FE;00152;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;COMPLETA U ORDINARIA;37;57,11;65,86;56,59;58,73;56,89;57,08;58;9,25;15,43;9,48;7,45;8,19;9,58;8,34;20142
023366;INEM FRANCISCO DE PAULA SANTANDER;00152;BOGOTÁ D.C.;BOGOTA;A;OFICIAL;MAÑANA;277;53,47;51,78;54,46;53,83;54,28;53,1;54,33;9,2;8,05;8,05;8,4;8,31;9,06;8,61;20142
068866;COLEGIO NIÑO JESUS DE PRAGA;00885;GIRON;SANTANDER;A;NO OFICIAL;COMPLETA U ORDINARIA;40;59,5;58,6;58,83;54,05;61,4;57,73;54,78;10,61;13,35;7,24;7,88;10,66;11,54;7,31;20142
155846;INSTITUCION EDUCATIVA PUEBLO BUJO;00432;MONTERIA;CORDOBA;A;OFICIAL;TARDE;31;45,26;45,74;42,97;44,39;45,13;46,61;44;6,1;3,54;6,16;8;5,9;6,85;8,23;20142
157818;IE SUSE - SEDE PRINCIPAL;00201;AQUITANIA;BOYACA;A;OFICIAL;MAÑANA;13;48,54;52,31;48,38;51,23;48,38;48,08;52,08;6,35;3,99;6,98;4,23;6,68;6,33;5,68;20142
030411;I.E.T. FABIO LOZANO Y LOZANO - SEDE PRINCIPAL;00994;PIEDRAS;TOLIMA;A;OFICIAL;MAÑANA;35;48,54;48,8;49,71;50,77;50,06;49,63;52,37;10,16;6,35;9,77;9,24;9,45;12,07;9,77;20142
126979;INST.  EDUCATIVA DEPTAL MONSEÑOR AGUSTIN GUTIERREZ;00488;FOMEQUE;CUNDINAMARCA;A;OFICIAL;SABATINA - DOMINICAL;16;48,06;44,75;47,19;51,13;47,94;50,75;49,81;7,99;5,39;7,21;8,27;6,67;7,31;8,89;20142
008441;INSTITUCION EDUCATIVA DEPARTAMENTAL MANUELA AYALA DE GAITAN;00487;FACATATIVA;CUNDINAMARCA;A;OFICIAL;MAÑANA;94;51,35;51;53,69;53,91;52,45;51,09;53,84;8,31;6,44;9,1;7,3;7,86;7,79;7,96;20142
167023;LAS LAJAS;00360;SAN JOSE DEL FRAGUA;CAQUETA;A;OFICIAL;SABATINA - DOMINICAL;7;38,86;42,14;35,14;34,43;37,14;36,86;36,43;6,52;2,61;5,27;6,95;4,34;11,39;7,07;20142
135152;INSTITUCIÓN EDUCATIVA SANTA ROSA DE LIMA;00432;MONTERIA;CORDOBA;A;OFICIAL;MAÑANA;70;48,69;47,56;50,46;48,83;47,64;48,76;48,6;7,53;7,1;9,58;9,1;8,76;7,79;8,96;20142
167650;SEDE 1 JORGE ELIECER GAITAN;00963;IBAGUE;TOLIMA;A;OFICIAL;TARDE;54;50,26;50,46;49,7;49,89;52,19;50,02;49,63;8,16;5,8;7,76;6,81;8,61;8,54;6,94;20142
089433;INSTITUCION EDUCATIVA TECNICA CIUDADELA DESEPAZ - SEDE PRINCIPAL;01010;CALI;VALLE;A;OFICIAL;MAÑANA;94;48,05;47,18;51,59;49,39;47,31;48,07;49,97;7,15;7,18;8,2;8,98;8,33;7,15;9,02;20142
030726;INSTITUCION EDUCATIVA JUAN JOSE NIETO;00153;CARTAGENA;BOLIVAR;A;OFICIAL;TARDE;77;46,57;46,55;46,88;44,03;44,65;47,71;44,77;7,75;7,18;7,81;9,73;8,15;8,43;9,45;20142
190017;I.E. MATECANDELA - SEDE PRINCIPAL;01052;ARAUCA;ARAUCA;A;OFICIAL;SABATINA - DOMINICAL;13;41,85;43,62;42,62;43,46;38,77;41,62;44,69;5,46;4,33;7,03;9,09;6,83;5,68;8,65;20142
061580;COLOMBO ALEMAN SCALAS;00986;LERIDA;TOLIMA;A;OFICIAL;MAÑANA;63;47,25;47,49;46,11;46,24;46,14;47,4;46,65;9;7,84;8,16;10,25;8,47;9,61;9,23;20142
117283;I.E.D. INAYÁ - SEDE PRINCIPAL;01117;MITU;VAUPES;A;OFICIAL;MAÑANA;37;49,27;49,62;47,51;54,57;53,41;49,16;53,32;8,26;5,07;8,8;9,05;8,62;7,57;9,07;20142
096206;COORPORACION EDUCATIVA TECNICA DEL CARIBE;00133;MALAMBO;ATLANTICO;A;NO OFICIAL;NOCHE;8;43,25;42,75;37,75;43,25;40,13;45,5;42,25;6,27;4,03;13,09;5,99;7,22;8,23;4,95;20142
113092;GIMN CAMP CRISTIANO;00477;CHIA;CUNDINAMARCA;A;NO OFICIAL;COMPLETA U ORDINARIA;27;65,96;70,44;62,81;61;65,15;62,96;61,11;8,61;11,84;6,95;6,06;8,34;8,32;6,38;20142
024661;LICEO LORENZO YALI;00121;YALI;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;12;46,17;47,92;45,67;42,92;41,08;44,08;43,58;5,81;4,66;8,72;6,68;6,54;7,13;7,84;20142
109066;INSTITUTO MARIA BERNARDA BUTLER;00648;BARRANCAS;LA GUAJIRA;A;NO OFICIAL;MAÑANA;17;51,18;50,06;50,18;50,12;49,06;49,82;50,12;10,1;4,28;8,44;9,46;11;8,87;9,29;20142
095604;JUAN BAUTISTA LA SALLE;00349;FLORENCIA;CAQUETA;A;OFICIAL;NOCHE;14;45,57;45,79;43,5;46,64;45,07;46,29;45,43;7,77;4,59;6,57;7,44;7,76;7,66;6,25;20142
024679;LICEO TOMAS EASTMAN;00101;SANTA BARBARA;ANTIOQUIA;A;OFICIAL;TARDE;81;50,43;47,62;51,8;51,06;49,62;49,89;51,1;9,05;5,92;8,59;7,45;8,6;9,52;8,26;20142
169896;INSTITUCION EDUCATIVA MANUEL URIBE ANGEL;00047;ENVIGADO;ANTIOQUIA;A;OFICIAL;SABATINA - DOMINICAL;106;43,19;45,22;45,57;44,11;41,8;43,63;44,75;7,59;10,77;8,64;8,22;8,15;9,43;8,29;20142
078089;JOSE EUSTASIO RIVERA;01057;SARAVENA;ARAUCA;A;OFICIAL;MAÑANA;83;52,42;47,7;52,29;52,67;53,45;52,33;52,87;7,79;5,24;7,37;8,52;7,99;8,6;8,89;20142
129148;INSTITUCION EDUCATIVA CAMILO TORRES DEL POZON;00153;CARTAGENA;BOLIVAR;A;OFICIAL;NOCHE;53;41,58;44,94;40,47;41,26;41,15;42,08;41,3;7,99;4,9;8,67;9,4;7,74;9,95;9,23;20142
069682;ACEVEDO Y GOMEZ;00359;PUERTO RICO;CAQUETA;A;OFICIAL;TARDE;17;45,82;46,65;46,47;48,65;46,53;48,24;48,82;8,69;5,59;9,57;8,43;8,88;8,33;9,5;20142
082453;I.E. FRANCISCO LUIS VALDERRAMA VALDERRAMA;00113;TURBO;ANTIOQUIA;A;OFICIAL;TARDE;145;46,58;45,21;47,14;45,47;44,68;47,17;45,98;7,63;5,95;7,57;8,25;6,97;7,98;7,99;20142
073767;COL. MUNDOS POSIBLES;00322;MANIZALES;CALDAS;A;NO OFICIAL;COMPLETA U ORDINARIA;10;48,7;49,8;50,1;48,5;46,2;50,8;49,5;5,89;4,66;7,16;8,98;7,63;8,32;7,74;20142
148437;ALFONSO LÒPEZ MICHELSEN (PUERTA DEL SOL INST EDUC DIST);00152;BOGOTÁ D.C.;BOGOTA;A;OFICIAL;TARDE;116;50,11;49,28;52,39;50,92;51,99;50,68;50,62;8,56;5,98;8,71;8,22;7,69;8,71;7,83;20142
106252;POLITECNICA COLOMBIANA (ANTES ESCUELA COLOMBIANA DE SISTEMAS)  - SEDE PRINCIPAL;00152;BOGOTÁ D.C.;BOGOTA;A;NO OFICIAL;MAÑANA;34;45,71;47,24;48,06;45,26;45,97;46,68;45,53;7,4;5,58;6,45;8,41;8,6;8,9;7,93;20142
043158;I.E. FRANCISCO DE PAULA SANTANDER - SEDE PRINCIPAL;01124;LA PRIMAVERA;VICHADA;A;OFICIAL;MAÑANA;48;51;48,29;50,13;51,56;50,48;50,17;51,06;7,21;4,71;7,61;9,2;7,21;8,79;9,33;20142
104067;SEDE 5  LA PAZ;00963;IBAGUE;TOLIMA;A;OFICIAL;MAÑANA;31;48,23;49,77;46,55;48,58;50,48;47,06;48,97;8,77;6,92;8,28;6,82;8,31;8,44;6,52;20142
024653;I.E. TECNICO INDUSTRIAL JOSE MARIA CORDOBA;00104;SANTUARIO;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;113;52,02;47,8;52,89;52,4;51,94;52,07;53,18;8,44;6,36;8,22;8,66;8,38;8,53;8,69;20142
002634;I. E. ESCUELA NORMAL SUPERIOR PEDRO JUSTO BERRIO;00102;SANTA ROSA DE OSOS;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;71;56,65;52,21;57,06;56,65;56,25;56,03;57,52;9,84;9,59;8,36;8,03;8,06;10,21;9,15;20142
000844;INST SAN CARLOS;00001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;MAÑANA;160;62,58;66,57;62,03;60,69;62,68;62,63;59,87;11,51;15,01;9,5;9,02;11,17;11,53;8,16;20142
